keyword,frequency,region,source_seed,source_block,collected_at,intent,cluster,notes
товары для дома интернет магазины сайты,186,Все регионы,сайт для интернет магазина,unknown,2026-07-08T09:15:24.266Z,mixed,товары дома,все-регионы__сайт-для-интернет-магазина.json
материалы для сайта школы,184,Все регионы,сайт для школы,contains,2026-07-08T09:14:04.588Z,mixed,материалы сайта,все-регионы__сайт-для-школы.json
сайты для интернет магазина автозапчастей,183,Все регионы,сайт для интернет магазина,unknown,2026-07-08T09:15:24.266Z,mixed,сайты интернет,все-регионы__сайт-для-интернет-магазина.json
сделать сайт для компании,183,Все регионы,сайт для компании,unknown,2026-07-08T09:11:42.139Z,mixed,сделать сайт,все-регионы__сайт-для-компании.json
сайт детский сад для мамы,179,Все регионы,сайт для детского сада,unknown,2026-07-08T09:14:19.309Z,mixed,сайт детский,все-регионы__сайт-для-детского-сада.json
сайт положения для школы,177,Все регионы,сайт для школы,contains,2026-07-08T09:14:04.588Z,mixed,сайт положения,все-регионы__сайт-для-школы.json
мам ру сайт для воспитателей детских садов,175,Все регионы,сайт для детского сада,unknown,2026-07-08T09:14:19.309Z,mixed,мам сайт,все-регионы__сайт-для-детского-сада.json
мам сайт для воспитателей детских садов,175,Все регионы,сайт для детского сада,unknown,2026-07-08T09:14:19.310Z,mixed,мам сайт,все-регионы__сайт-для-детского-сада.json
сайты для школы список,175,Все регионы,сайт для школы,contains,2026-07-08T09:14:04.588Z,mixed,сайты школы,все-регионы__сайт-для-школы.json
спб сайт для интернет магазина,175,Все регионы,сайт для интернет магазина,unknown,2026-07-08T09:15:24.267Z,geo,спб сайт,все-регионы__сайт-для-интернет-магазина.json
статьи для сайта детского сада,175,Все регионы,сайт для детского сада,unknown,2026-07-08T09:14:19.310Z,mixed,статьи сайта,все-регионы__сайт-для-детского-сада.json
